Team,Name,Pos,Age,Proj PA,Proj IP,Service Time,Options or R5 Status,Projected Opening Day Status,NameASCII,PlayerId,MLBAMID
LAA,Jo Adell,CF,26.9,609,,4.085,0,Lineup Regular,,20220,666176
LAA,Mike Trout,DH,34.5,581,,14.070,n/a,Lineup Regular,,10155,545361
LAA,Jorge Soler,LF,34.0,504,,10.143,n/a,Lineup Regular,,14221,624585
LAA,Christian Moore,2B,23.3,476,,0.108,3,Lineup Regular,,34979,695681
LAA,Logan O'Hoppe,C,26.0,445,,3.008,3,Lineup Regular,,24729,681351
LAA,Josh Lowe,RF,28.0,497,,3.093,1,Platoon vs R,,19953,666139
LAA,Yoán Moncada,3B,30.7,420,,8.106,n/a,Platoon vs R,,17232,660162
LAA,Bryce Teodosio,OF,26.7,266,,0.081,3,Platoon vs L,,29524,669326
LAA,Vaughn Grissom,INF,25.1,252,,1.086,0,Platoon vs L,,26031,687093
LAA,José Soriano,SP,27.3,,176,3.121,2,Starting Rotation,,22100,667755
LAA,Yusei Kikuchi,SP,34.7,,169,7.000,n/a,Starting Rotation,,20633,579328
LAA,Reid Detmers,SP,26.6,,145,3.159,2,Starting Rotation,,27468,672282
LAA,Grayson Rodriguez,SP,26.2,,122,2.129,2,Starting Rotation,,24492,680570
LAA,Alek Manoah,SP,28.1,,104,4.063,2,Starting Rotation,,26410,666201
LAA,Travis d'Arnaud,C,37.0,231,,12.044,n/a,Bench,,7739,518595
LAA,Oswald Peraza,INF,25.7,196,,2.014,0,Bench,,22823,672724
LAA,Robert Stephenson,RP,33.0,,60,8.049,n/a,Closer,,13594,596112
LAA,Drew Pomeranz,RP,37.2,,58,12.008,n/a,Closer,,11426,519141
LAA,Kirby Yates,RP,38.9,,56,11.021,n/a,Closer,,9073,489446
LAA,Ryan Zeferjahn,RP,28.0,,63,1.038,3,Middle Reliever,,25420,666171
LAA,Brent Suter,RP,36.5,,60,8.161,n/a,Middle Reliever,,13942,608718
LAA,Jordan Romano,RP,32.8,,57,6.051,n/a,Middle Reliever,,16122,605447
LAA,José Fermin,RP,24.2,,52,0.117,2,Middle Reliever,,33908,820862
LAA,Chase Silseth,RP,25.7,,50,1.105,0,Long Reliever,,30074,681217
LAA,Ben Joyce,RP,25.4,,42,2.075,2,Projected Injured List,,31461,690829
LAA,Anthony Rendon,3B,35.7,,,12.130,n/a,Projected Injured List,,12861,543685
LAA,Chris Taylor,INF/OF,35.5,182,,10.037,n/a,Lineup/Bench Candidate,,13757,621035
LAA,Nelson Rada,OF,20.5,70,,,Dec'26,Lineup/Bench Candidate,,sa3018421,703185
LAA,Jose Siri,OF,30.6,42,,4.015,0,Lineup/Bench Candidate,,17452,642350
LAA,Nick Madrigal,INF,28.9,35,,5.087,n/a,Lineup/Bench Candidate,,20521,663611
LAA,Kyren Paris,INF/OF,24.3,21,,0.124,1,Lineup/Bench Candidate,,26420,677347
LAA,Denzer Guzman,INF,22.0,21,,0.016,3,Lineup/Bench Candidate,,28816,694203
LAA,Trey Mancini,1B/OF,33.9,14,,6.141,n/a,Lineup/Bench Candidate,,15149,641820
LAA,Jeimer Candelario,1B/3B,32.2,14,,7.133,n/a,Lineup/Bench Candidate,,13621,600869
LAA,Gustavo Campero,OF,28.4,7,,0.158,2,Bench Candidate,,22707,672569
LAA,Niko Kavadas,1B/OF,27.3,7,,0.075,2,Bench Candidate,,29782,694359
LAA,Sebastián Rivero,C,27.2,6,,0.162,2,Bench Candidate,,21735,665861
LAA,Omar Martinez,C,24.6,,,,R5,Bench Candidate,,sa3008573,683079
LAA,Wade Meckler,OF,25.8,,,0.024,1,Lineup/Bench Candidate,,31490,685133
LAA,Donovan Walton,INF/OF,31.7,,,1.048,0,Bench Candidate,,19314,622268
LAA,Juan Flores,C,20.0,,,,Dec'27,Bench Candidate,,sa3021185,808129
LAA,Marlon Quintero,C,19.2,,,,Dec'28,Bench Candidate,,sa3023936,821238
LAA,Raudi Rodriguez,OF,22.6,,,,Dec'26,Bench Candidate,,sa3022506,804558
LAA,Yolmer Sánchez,INF/OF,33.6,,,5.083,n/a,Bench Candidate,,11602,570560
LAA,Caden Dana,SP,22.2,,86,0.060,2,Rotation/Bullpen Candidate,,31508,702674
LAA,Nick Sandlin,RP,29.1,,40,4.157,3,Bullpen Candidate,,20517,680704
LAA,Sam Aldegheri,SP,24.4,,35,0.047,2,Rotation/Bullpen Candidate,,26443,691951
LAA,Tayler Saucedo,RP,32.7,,34,3.146,0,Bullpen Candidate,,17888,642048
LAA,Sam Bachman,RP,26.4,,32,1.149,1,Bullpen Candidate,,29754,696147
LAA,Jayvien Sandridge,RP,27.0,,28,0.005,2,Bullpen Candidate,,25158,682144
LAA,George Klassen,SP,24.1,,28,,Dec'26,Rotation Candidate,,sa3023440,691946
LAA,Victor Mederos,SP,24.7,,26,0.101,1,Rotation/Bullpen Candidate,,31533,682989
LAA,Mitch Farris,SP,25.0,,26,0.028,3,Rotation/Bullpen Candidate,,33628,815083
LAA,Jack Kochanowicz,SP,25.1,,25,1.012,1,Rotation/Bullpen Candidate,,27688,686799
LAA,Samy Natera Jr.,RP,26.3,,24,,R5,Bullpen Candidate,,sa3020862,696519
LAA,Kaleb Ort,RP,34.0,,22,2.108,0,Bullpen Candidate,,20061,672391
LAA,Ryan Johnson,SP/RP,23.5,,18,0.043,2,Rotation/Bullpen Candidate,,35325,696270
LAA,Hunter Strickland,RP,37.4,,14,8.167,n/a,Bullpen Candidate,,7836,519326
LAA,Angel Perdomo,RP,31.8,,13,2.150,0,Bullpen Candidate,,17759,622780
LAA,Joel Hurtado,SP,25.0,,9,,R5,Rotation/Bullpen Candidate,,sa3019774,805871
LAA,Walbert Urena,SP,22.1,,8,0.000,3,Rotation/Bullpen Candidate,,sa3018298,700712
LAA,Shaun Anderson,SP/RP,31.3,,,2.085,0,Rotation/Bullpen Candidate,,19453,641312
LAA,Nate Snead,RP/SP,21.9,,,,Dec'28,Bullpen Candidate,,sa3042668,805422
LAA,Chase Shores,RP/SP,21.7,,,,Dec'28,Bullpen Candidate,,sa3042212,702274
LAA,Austin Gordon,SP,20.3,,,,Dec'27,Rotation/Bullpen Candidate,,sa3032478,803135
LAA,Huascar Ynoa,SP/RP,27.7,,,3.117,0,Rotation/Bullpen Candidate,,20468,660623
LAA,Chris Cortez,SP,23.4,,,,Dec'27,Rotation/Bullpen Candidate,,sa3029417,700933
LAA,Jose Gonzalez,SP,24.5,,,,R5,Rotation/Bullpen Candidate,,sa3015415,683681
LAA,Tyler Bremner,SP,21.8,,,,Dec'28,Rotation/Bullpen Candidate,,sa3027644,803285
LAD,Shohei Ohtani,DH,31.6,679,116,8.000,n/a,Lineup Regular,,19755,660271
LAD,Freddie Freeman,1B,36.4,651,,15.033,n/a,Lineup Regular,,5361,518692
LAD,Mookie Betts,SS,33.4,651,,11.070,n/a,Lineup Regular,,13611,605141
LAD,Kyle Tucker,RF,29.1,651,,6.079,n/a,Lineup Regular,,18345,663656
LAD,Andy Pages,CF,25.2,602,,1.155,1,Lineup Regular,,24816,681624
LAD,Teoscar Hernández,LF,33.3,595,,8.097,n/a,Lineup Regular,,13066,606192
LAD,Will Smith,C,30.9,500,,6.090,n/a,Lineup Regular,,19197,669257
LAD,Max Muncy,3B,35.5,455,,9.027,n/a,Platoon vs R,,13301,571970
LAD,Miguel Rojas,INF,37.0,182,,11.043,n/a,Platoon vs L,,7802,500743
LAD,Hyeseong Kim,2B,27.0,140,,0.149,2,Platoon vs R,,35322,808975
LAD,Alex Freeland,INF,24.5,91,,0.038,2,Platoon vs L,,31665,690976
LAD,Yoshinobu Yamamoto,SP,27.5,,155,2.000,n/a,Starting Rotation,,33825,808967
LAD,Emmet Sheehan,SP,26.3,,145,2.080,2,Starting Rotation,,29839,686218
LAD,Blake Snell,SP,33.2,,141,9.072,n/a,Starting Rotation,,13543,605483
LAD,Tyler Glasnow,SP,32.5,,133,8.158,n/a,Starting Rotation,,14374,607192
LAD,Roki Sasaki,SP,24.3,,123,1.000,3,Starting Rotation,,35323,808963
LAD,Shohei Ohtani,SP,31.6,679,116,8.000,n/a,Starting Rotation,,19755,660271
LAD,Dalton Rushing,C,25.0,169,,0.138,3,Bench,,31382,687221
LAD,Alex Call,OF,31.4,140,,2.161,2,Bench,,19296,669743
LAD,Edwin Díaz,RP,31.9,,66,9.121,n/a,Closer,,14710,621242
LAD,Tanner Scott,RP,31.6,,63,7.059,n/a,Setup Man,,17586,656945
LAD,Alex Vesia,RP,29.8,,61,5.078,n/a,Setup Man,,25007,681911
LAD,Blake Treinen,RP,37.6,,58,11.065,n/a,Middle Reliever,,12572,595014
LAD,Jack Dreyer,RP,27.0,,52,1.000,3,Middle Reliever,,30249,676263
LAD,Will Klein,RP,26.2,,50,0.081,1,Middle Reliever,,27787,694361
LAD,Edgardo Henriquez,RP,23.6,,44,0.164,2,Middle Reliever,,26944,683618
LAD,Ben Casparius,RP,27.0,,54,1.016,2,Long Reliever,,30085,676508
LAD,Brusdar Graterol,RP,27.5,,55,5.167,n/a,Projected Injured List,,20367,660813
LAD,Brock Stewart,RP,34.4,,38,4.093,0,Projected Injured List,,16727,592779
LAD,Evan Phillips,RP,31.4,,28,5.136,n/a,60-Day IL,,17734,623465
LAD,Tommy Edman,INF/OF,30.8,511,,6.114,n/a,Projected Injured List,,19470,669242
LAD,Enrique Hernández,INF/OF,34.5,196,,11.054,n/a,Projected Injured List,,10472,571771
LAD,Michael Siani,OF,26.6,7,,1.063,1,Bench Candidate,,22557,672279
LAD,Ryan Ward,OF/1B,28.0,7,,0.000,3,Lineup/Bench Candidate,,sa1169792,669899
LAD,Ryan Fitzgerald,INF,31.7,,,0.065,2,Bench Candidate,,24622,680837
LAD,Keston Hiura,INF,29.5,,,3.051,0,Bench Candidate,,20003,669374
LAD,Kendall George,OF,21.3,,,,Dec'27,Bench Candidate,,sa3022660,806077
LAD,Josue De Paula,OF,20.7,,,,Dec'26,Lineup Candidate,,sa3018591,800543
LAD,Griffin Lockwood-Powell,C/1B,28.0,,,,R5,Bench Candidate,,sa3019303,674976
LAD,Zyhir Hope,OF,21.1,,,,Dec'27,Lineup Candidate,,sa3022703,814307
LAD,Chuckie Robinson,C,31.2,,,0.152,1,Bench Candidate,,19824,642020
LAD,Chris Newell,OF,24.8,,,,R5,Bench Candidate,,sa3019971,683006
LAD,Matt Gorski,OF/1B,28.1,,,0.024,2,Bench Candidate,,25855,685301
LAD,Nelson Quiroz,C,24.3,,,,R5,Bench Candidate,,sa3009565,685716
LAD,Noah Miller,INF,23.3,,,,R5,Bench Candidate,,sa3017512,695653
LAD,Seby Zavala,C,32.5,,,2.146,0,Bench Candidate,,18887,664874
LAD,James Tibbs III,OF,23.4,,,,Dec'27,Bench Candidate,,sa3025333,696486
LAD,Eliezer Alfonzo,C,26.4,,,,R5,Bench Candidate,,sa3003262,672613
LAD,Zach Ehrhard,OF,23.1,,,,Dec'27,Bench Candidate,,sa3025247,701394
LAD,Nick Senzel,INF/OF,30.6,,,5.127,n/a,Bench Candidate,,19293,669222
LAD,Justin Wrobleski,SP,25.6,,53,0.150,1,Rotation/Bullpen Candidate,,31204,680736
LAD,Kyle Hurt,SP,27.7,,42,1.099,2,Rotation/Bullpen Candidate,,27514,669165
LAD,River Ryan,SP,27.5,,39,1.070,3,Rotation/Bullpen Candidate,,29514,689981
LAD,Gavin Stone,SP,27.3,,33,2.034,2,Rotation/Bullpen Candidate,,27792,694813
LAD,Paul Gervase,RP,25.7,,32,0.021,2,Bullpen Candidate,,31571,801434
LAD,Bobby Miller,RP,26.9,,26,1.119,2,Bullpen Candidate,,27483,676272
LAD,Landon Knack,SP,28.6,,23,0.119,1,Rotation/Bullpen Candidate,,27487,689017
LAD,Ryder Ryan,RP,30.8,,12,0.061,1,Bullpen Candidate,,19891,656924
LAD,Ronan Kopp,RP,23.5,,10,0.000,3,Bullpen Candidate,,sa3017751,691947
LAD,Cole Irvin,SP/RP,32.0,,,4.078,0,Rotation/Bullpen Candidate,,19244,608344
LAD,Jerming Rosario,RP,23.8,,,,R5,Bullpen Candidate,,sa3008678,682645
LAD,Chris Campos,SP,25.5,,,,R5,Bullpen Candidate,,sa3020396,702318
LAD,Carson Hobbs,RP,24.0,,,,Dec'26,Bullpen Candidate,,sa3023573,814481
LAD,Carlos Duran,RP,24.5,,,0.003,2,Bullpen Candidate,,24458,679922
LAD,Patrick Copen,SP,24.0,,,,Dec'26,Bullpen Candidate,,sa3023283,814527
LAD,Wyatt Mills,RP,31.1,,,1.134,1,Bullpen Candidate,,20010,670090
LAD,Garrett McDaniels,SP/RP,26.2,,,0.080,n/a,Bullpen Candidate,,31751,680729
LAD,Jackson Ferris,SP,22.1,,,,Dec'26,Rotation Candidate,,sa3020891,701328
LAD,Antoine Kelly,RP,26.2,,,0.000,2,Bullpen Candidate,,sa3011135,681520
LAD,José Rodríguez,RP,24.6,,,,R5,Bullpen Candidate,,sa3015437,692064
LAD,Luke Fox,SP,24.1,,,,Dec'26,Bullpen Candidate,,sa3023673,803183
LAD,Adam Serwinowski,SP,21.7,,,,Dec'26,Bullpen Candidate,,sa3020626,703445
LAD,Lucas Wepf,RP,26.1,,,,R5,Bullpen Candidate,,sa3020704,689233
LAD,Jordan Weems,RP,33.3,,,3.047,0,Bullpen Candidate,,13190,607179
LAD,Nick Frasso,SP,27.3,,,0.002,1,Bullpen Candidate,,sa3014492,693308
LAD,Ben Rortvedt,C,28.4,13,,3.135,0,DFA,,20287,666163
MIA,Kyle Stowers,LF,28.1,609,,2.012,1,Lineup Regular,,26151,669065
MIA,Otto Lopez,SS,27.4,609,,2.109,0,Lineup Regular,,19608,672640
MIA,Xavier Edwards,2B,26.5,602,,2.034,1,Lineup Regular,,22266,669364
MIA,Jakob Marsee,CF,24.6,581,,0.059,3,Lineup Regular,,31370,805300
MIA,Connor Norby,3B,25.7,497,,1.057,2,Lineup Regular,,29592,681393
MIA,Agustín Ramírez,C,24.4,478,,0.161,1,Lineup Regular,,26546,682663
MIA,Owen Caissie,RF,23.6,413,,0.034,2,Platoon vs R,,27496,683357
MIA,Griffin Conine,DH,28.6,385,,1.035,3,Platoon vs R,,21626,665052
MIA,Heriberto Hernández,OF,26.2,350,,0.122,3,Platoon vs L,,24878,681715
MIA,Christopher Morel,INF/OF,26.6,315,,3.117,0,Platoon vs L,,21897,666624
MIA,Liam Hicks,1B,26.7,305,,1.000,3,Platoon vs R,,29844,689414
MIA,Javier Sanoja,INF/OF,23.4,231,,1.023,3,Platoon vs L,,28253,691594
MIA,Sandy Alcantara,SP,30.4,,188,7.100,n/a,Starting Rotation,,18684,645261
MIA,Max Meyer,SP,26.9,,137,2.166,2,Starting Rotation,,27474,676974
MIA,Eury Pérez,SP,22.8,,135,2.113,2,Starting Rotation,,27768,691587
MIA,Chris Paddack,SP,30.1,,133,7.000,n/a,Starting Rotation,,20099,663978
MIA,Braxton Garrett,SP,28.5,,129,3.168,1,Starting Rotation,,21844,666129
MIA,Graham Pauley,INF,25.4,301,,1.005,1,Bench,,31363,688363
MIA,Pete Fairbanks,RP,32.2,,62,6.057,n/a,Closer,,17998,664126
MIA,Tyler Phillips,RP,28.3,,68,1.048,0,Setup Man,,20629,663969
MIA,Calvin Faucher,RP,30.4,,64,2.156,1,Setup Man,,20116,676534
MIA,Anthony Bender,RP,31.0,,61,4.153,3,Middle Reliever,,19742,669622
MIA,Cade Gibson,RP,28.0,,60,0.135,2,Middle Reliever,,31815,806188
MIA,Andrew Nardi,RP,27.5,,56,3.053,3,Middle Reliever,,25942,677053
MIA,John King,RP,31.4,,52,4.148,1,Middle Reliever,,22051,667463
MIA,Janson Junk,RP,30.1,,95,1.045,0,Long Reliever,,23301,676083
MIA,Ronny Henriquez,RP,25.7,,,1.115,0,60-Day IL,,24094,678692
MIA,Joe Mack,C,23.1,263,,0.000,3,Lineup/Bench Candidate,,sa3017374,691788
MIA,Deyvison De Los Santos,1B/3B,22.7,112,,0.000,2,Lineup/Bench Candidate,,sa3015168,691277
MIA,Esteury Ruiz,OF,27.0,77,,2.064,1,Lineup/Bench Candidate,,21780,665923
MIA,Maximo Acosta,INF,23.3,70,,0.035,2,Lineup/Bench Candidate,,27963,691185
MIA,Jared Serna,INF/OF,23.7,35,,0.000,2,Lineup/Bench Candidate,,sa3015579,691858
MIA,Kemp Alderman,OF,23.5,7,,,Dec'26,Lineup/Bench Candidate,,sa3022562,694580
MIA,Jesús Bastidas,INF,27.4,,,,R5,Lineup/Bench Candidate,,sa916969,665846
MIA,Ryan Ignoffo,C,25.6,,,,Dec'26,Bench Candidate,,sa3022573,813883
MIA,Bennett Hostetler,UTL,28.4,,,,R5,Bench Candidate,,sa3017120,702315
MIA,Andrew Pintar,OF,24.9,,,,R5,Bench Candidate,,sa3020715,801464
MIA,Daniel Johnson,OF,30.6,,,1.025,0,Lineup/Bench Candidate,,19643,669288
MIA,Brendan Jones,OF,23.8,,,,Dec'27,Lineup Candidate,,sa3025253,800957
MIA,Johnny Olmstead,INF,25.6,,,,Dec'26,Bench Candidate,,sa3022494,675394
MIA,Fenwick Trimble,OF,23.5,,,,Dec'27,Lineup/Bench Candidate,,sa3025202,814458
MIA,Nathan Martorella,1B,25.0,,,,R5,Lineup/Bench Candidate,,sa3019978,687210
MIA,Dillon Lewis,OF,22.7,,,,Dec'27,Lineup Candidate,,sa3025515,827665
MIA,Sam Praytor,C,26.9,,,,R5,Bench Candidate,,sa3017151,671217
MIA,Matthew Etzel,OF,23.8,,,,Dec'26,Lineup/Bench Candidate,,sa3022815,803033
MIA,Dylan Jasso,INF,23.2,,,,Dec'26,Lineup Candidate,,sa3022830,815734
MIA,Brian Navarreto,C,31.1,,,0.061,3,Bench Candidate,,16398,640459
MIA,Jacob Berry,INF/OF,24.8,,,,R5,Lineup/Bench Candidate,,sa3019825,694351
MIA,Robby Snelling,SP,22.2,,86,,Dec'26,Rotation Candidate,,sa3020707,702281
MIA,Ryan Gusto,SP/RP,26.9,,55,0.167,2,Rotation/Bullpen Candidate,,26440,687473
MIA,Lake Bachar,RP,30.7,,48,1.024,2,Bullpen Candidate,,19222,669199
MIA,Josh White,RP,25.2,,47,0.000,3,Bullpen Candidate,,sa3019953,687985
MIA,Adam Mazur,SP,24.8,,35,0.067,1,Rotation/Bullpen Candidate,,31900,800049
MIA,Michael Petersen,RP,31.8,,28,0.086,1,Bullpen Candidate,,20827,656848
MIA,William Kempner,RP,24.7,,24,0.000,3,Bullpen Candidate,,sa3020527,687531
MIA,Thomas White,SP,21.4,,24,,Dec'27,Rotation Candidate,,sa3023268,806258
MIA,Josh Ekness,RP,24.0,,22,,Dec'26,Bullpen Candidate,,sa3023204,694795
MIA,Bradley Blalock,SP,25.1,,18,0.134,1,Rotation/Bullpen Candidate,,26419,687134
MIA,Garrett Acton,RP,27.7,,16,0.031,2,Bullpen Candidate,,27583,670183
MIA,Dale Stanavich,RP,26.6,,12,,R5,Bullpen Candidate,,sa3019833,689359
MIA,Dax Fulton,SP,24.3,,,0.000,2,Rotation/Bullpen Candidate,,sa3014535,690978
MIA,Tyler Zuber,RP,30.7,,,2.157,0,Bullpen Candidate,,20379,676604
MIA,Jack Ralston,RP,28.5,,,,R5,Bullpen Candidate,,sa3011296,667652
MIA,Nigel Belgrave,RP,23.8,,,,Dec'26,Bullpen Candidate,,sa3023180,811310
MIA,Samuel Vasquez,RP,26.4,,,,R5,Bullpen Candidate,,sa3005849,679029
MIA,Evan McKendry,SP/RP,28.0,,,,R5,Rotation/Bullpen Candidate,,sa3010787,679928
MIA,Patrick Monteverde,SP/RP,28.4,,,0.005,3,Rotation/Bullpen Candidate,,29564,687287
MIA,Zach Brzykcy,RP,26.6,,,0.124,1,Bullpen Candidate,,27783,694350
MIA,Stephen Jones,RP,28.5,,,,R5,Bullpen Candidate,,sa3009935,682240
MIA,Justin King,RP,28.2,,,,R5,Bullpen Candidate,,sa3018278,659381
MIA,Karson Milbrandt,SP,21.8,,,,Dec'26,Rotation Candidate,,sa3020659,703596
MIA,Josh Simpson,RP,28.5,,14,1.108,1,DFA,,25957,681006
MIA,Jesus Tinoco,RP,30.8,,,2.112,0,Projected Injured List (MiLB),,16300,622786
MIL,Jackson Chourio,LF,21.9,651,,2.000,3,Lineup Regular,,28806,694192
MIL,Brice Turang,2B,26.2,651,,2.165,1,Lineup Regular,,22186,668930
MIL,Christian Yelich,DH,34.2,630,,12.069,n/a,Lineup Regular,,11477,592885
MIL,Joey Ortiz,SS,27.6,630,,2.030,2,Lineup Regular,,25493,687401
MIL,William Contreras,C,28.1,610,,4.112,1,Lineup Regular,,20503,661388
MIL,Andrew Vaughn,1B,27.9,560,,4.142,2,Lineup Regular,,26197,683734
MIL,Sal Frelick,RF,25.8,511,,2.072,3,Lineup Regular,,29622,686217
MIL,Luis Rengifo,3B,29.0,434,,6.043,n/a,Lineup Regular,,19858,650859
MIL,Garrett Mitchell,CF,27.4,406,,3.040,3,Platoon vs R,,27555,669003
MIL,Blake Perkins,OF,29.4,217,,2.133,2,Platoon vs L,,19921,663368
MIL,Quinn Priester,SP,25.4,,174,1.134,1,Starting Rotation,,25977,682990
MIL,Brandon Woodruff,SP,33.0,,149,7.161,n/a,Starting Rotation,,16162,605540
MIL,Chad Patrick,SP,27.5,,140,0.125,2,Starting Rotation,,30113,694477
MIL,Jacob Misiorowski,SP,23.9,,138,0.109,3,Starting Rotation,,31623,694819
MIL,Logan Henderson,SP,24.0,,105,0.075,2,Starting Rotation,,31475,701656
MIL,Jake Bauers,1B/OF,30.4,315,,5.084,n/a,Bench,,15194,641343
MIL,David Hamilton,INF,28.4,189,,2.011,1,Bench,,27531,666152
MIL,Gary Sánchez,C,33.2,144,,9.050,n/a,Bench,,11442,596142
MIL,Abner Uribe,RP,25.7,,72,1.121,1,Closer,,25327,682842
MIL,Trevor Megill,RP,32.2,,66,4.002,1,Closer,,17722,656730
MIL,Jared Koenig,RP,32.1,,65,2.043,2,Setup Man,,27517,657649
MIL,Aaron Ashby,RP,27.7,,64,3.088,1,Setup Man,,23550,676879
MIL,Angel Zerpa,RP,26.4,,60,3.082,1,Middle Reliever,,22717,672582
MIL,Grant Anderson,RP,28.7,,56,2.007,1,Middle Reliever,,20546,681982
MIL,Rob Zastryzny,RP,33.9,,50,2.121,0,Middle Reliever,,15094,642239
MIL,DL Hall,RP,27.4,,52,2.074,1,Long Reliever,,22207,669084
MIL,Tate Kuehner,SP,25.0,,8,,Dec'26,Lineup/Bench Candidate,,sa3023099,804249
MIL,Jett Williams,INF/OF,22.3,147,,,Dec'26,Lineup/Bench Candidate,,sa3020134,702518
MIL,Brandon Lockridge,OF,28.9,42,,0.147,2,Bench Candidate,,21496,663604
MIL,Brock Wilken,3B,23.7,42,,,Dec'26,Lineup/Bench Candidate,,sa3022499,694385
MIL,Akil Baddoo,OF,27.5,14,,3.021,1,Lineup/Bench Candidate,,22168,668731
MIL,Reese McGuire,C,31.0,13,,5.110,n/a,Bench Candidate,,15674,624512
MIL,Steward Berroa,OF,26.7,7,,0.077,1,Bench Candidate,,22766,672642
MIL,Tyler Black,OF/1B,25.6,7,,0.040,1,Lineup/Bench Candidate,,29949,672012
MIL,Jeferson Quero,C,23.4,6,,0.000,1,Bench Candidate,,sa3015407,691620
MIL,Luis Lara,OF,21.2,,,,Dec'26,Bench Candidate,,sa3018514,800325
MIL,Eddys Leonard,INF/OF,25.3,,,0.000,0,Bench Candidate,,sa3005554,678760
MIL,Cooper Pratt,INF,21.5,,,,Dec'27,Lineup/Bench Candidate,,sa3022867,806198
MIL,Greg Jones,OF/INF,27.9,,,0.037,0,Bench Candidate,,25448,675659
MIL,Luke Adams,1B/3B,21.8,,,,Dec'26,Lineup/Bench Candidate,,sa3020135,702726
MIL,Matthew Wood,C,25.0,,,,R5,Bench Candidate,,sa3019924,687783
MIL,Ramón Rodríguez,C,27.3,,,,R5,Bench Candidate,,sa918698,670232
MIL,Jesús Made,INF,18.8,,,,Dec'28,Lineup Candidate,,sa3024108,815908
MIL,Darrien Miller,C,24.9,,,,R5,Bench Candidate,,sa3011330,687152
MIL,Eduardo Garcia,INF/OF,23.6,,,,R5,Bench Candidate,,sa3008751,682633
MIL,Kyle Harrison,SP,24.5,,89,1.102,2,Rotation/Bullpen Candidate,,27758,690986
MIL,Robert Gasser,SP,26.7,,84,1.136,2,Rotation/Bullpen Candidate,,29812,688107
MIL,Brandon Sproat,SP,25.4,,69,0.022,3,Rotation Candidate,,33850,687075
MIL,Carlos Rodriguez,SP,24.2,,49,0.045,1,Rotation/Bullpen Candidate,,30161,692230
MIL,Craig Yoho,RP,26.3,,42,0.042,2,Bullpen Candidate,,33248,684974
MIL,Shane Drohan,SP,27.1,,34,0.076,3,Rotation/Bullpen Candidate,,sa3014447,675660
MIL,Coleman Crow,SP,25.1,,33,0.000,3,Rotation/Bullpen Candidate,,sa3015142,689441
MIL,Easton McGee,RP,28.1,,30,1.024,1,Bullpen Candidate,,22176,668834
MIL,Sammy Peralta,RP,27.8,,14,0.097,1,Bullpen Candidate,,25589,671111
MIL,Peter Strzelecki,RP,31.3,,,1.029,0,Bullpen Candidate,,21367,657265
MIL,Gerson Garabito,SP/RP,30.5,,,0.085,1,Bullpen Candidate,,19835,642520
MIL,Drew Rom,SP/RP,26.2,,,1.044,2,Bullpen Candidate,,24602,680723
MIL,Jacob Waguespack,RP,32.3,,,2.096,0,Bullpen Candidate,,18318,621097
MIN,Brooks Lee,SS,25.0,595,,1.089,3,Lineup Regular,,31595,686797
MIN,Josh Bell,1B,33.5,574,,9.053,n/a,Lineup Regular,,13145,605137
MIN,Royce Lewis,3B,26.7,567,,3.142,2,Lineup Regular,,20437,668904
MIN,Byron Buxton,CF,32.2,560,,9.160,n/a,Lineup Regular,,14161,621439
MIN,Luke Keaschall,2B,23.5,560,,0.164,3,Lineup Regular,,33321,807712
MIN,Ryan Jeffers,C,28.7,523,,5.089,n/a,Lineup Regular,,24618,680777
MIN,Matt Wallner,RF,28.2,476,,2.043,1,Lineup Regular,,26466,670242
MIN,Victor Caratini,DH,32.5,400,,8.051,n/a,Lineup Regular,,14968,605170
MIN,Trevor Larnach,LF,29.0,427,,4.014,1,Platoon vs R,,21501,663616
MIN,Austin Martin,OF/INF,26.9,350,,1.041,1,Platoon vs L,,27462,668885
MIN,Pablo López,SP,29.9,,169,7.093,n/a,Starting Rotation,,17085,641154
MIN,Joe Ryan,SP,29.7,,167,4.033,3,Starting Rotation,,21390,657746
MIN,Bailey Ober,SP,30.6,,134,4.093,1,Starting Rotation,,21224,641927
MIN,Taj Bradley,SP,24.9,,127,2.097,1,Starting Rotation,,22543,671737
MIN,Simeon Woods Richardson,SP,25.4,,123,1.153,0,Starting Rotation,,24494,680573
MIN,Kody Clemens,INF/OF,29.8,231,,2.134,0,Bench,,20572,665019
MIN,James Outman,OF,28.8,189,,2.007,0,Bench,,24770,681546
MIN,Ryan Kreidler,INF/OF,28.3,105,,1.006,1,Bench,,25867,668952
MIN,Taylor Rogers,RP,35.2,,61,9.145,n/a,Closer,,13449,573124
MIN,Kody Funderburk,RP,29.2,,65,1.122,1,Setup Man,,24993,681892
MIN,Justin Topa,RP,34.9,,63,5.044,n/a,Setup Man,,15145,623437
MIN,Cole Sands,RP,28.6,,68,3.017,1,Middle Reliever,,21461,663485
MIN,Anthony Banda,RP,32.5,,60,4.135,0,Middle Reliever,,14706,607455
MIN,Eric Orze,RP,28.5,,56,0.116,1,Middle Reliever,,27626,679358
MIN,Andrew Chafin,RP,35.7,,48,10.170,n/a,Middle Reliever,,12988,605177
MIN,Travis Adams,RP,26.1,,62,0.066,2,Long Reliever,,30180,701519
MIN,Alan Roden,OF,26.1,161,,0.134,2,Lineup/Bench Candidate,,31564,702176
