Team,Name,Pos,Age,Proj PA,Proj IP,Service Time,Options or R5 Status,Projected Opening Day Status,NameASCII,PlayerId,MLBAMID
PIT,Cam Sanders,RP,29.2,,30,0.037,2,Bullpen Candidate,,23479,676742
PIT,Mike Clevinger,SP/RP,35.2,,24,8.031,n/a,Rotation/Bullpen Candidate,,12808,605182
PIT,Chris Devenski,RP,35.3,,24,7.157,n/a,Bullpen Candidate,,12763,606965
PIT,Thomas Harrington,SP,24.6,,16,0.010,2,Rotation/Bullpen Candidate,,31989,802419
PIT,Wilber Dotel,SP,23.4,,12,0.000,3,Rotation/Bullpen Candidate,,sa3015163,696062
PIT,Antwone Kelly,SP,22.5,,,0.000,3,Bullpen Candidate,,sa3015489,699008
PIT,Beau Burrows,RP,29.4,,,0.081,1,Bullpen Candidate,,18873,663366
PIT,Noah Murdock,RP,27.5,,,0.047,R5,Bullpen Candidate,,27908,668716
PIT,Oddanier Mosqueda,RP,26.8,,,,R5,Bullpen Candidate,,sa917882,665996
PIT,Joe La Sorsa,RP,27.8,,,0.138,1,Bullpen Candidate,,25481,686747
PIT,Michael Darrell-Hicks,RP,28.3,,,0.018,2,Bullpen Candidate,,31501,690382
PIT,Nick Dombkowski,SP/RP,27.5,,,,R5,Rotation/Bullpen Candidate,,sa3017201,694298
PIT,Noah Davis,RP,28.8,,,0.157,0,Bullpen Candidate,,25862,663562
SDP,Fernando Tatis Jr.,RF,27.1,672,,6.120,n/a,Lineup Regular,,19709,665487
SDP,Manny Machado,3B,33.6,651,,13.056,n/a,Lineup Regular,,11493,592518
SDP,Jackson Merrill,CF,22.8,630,,2.000,3,Lineup Regular,,29490,701538
SDP,Jake Cronenworth,2B,32.1,630,,6.000,n/a,Lineup Regular,,18036,630105
SDP,Xander Bogaerts,SS,33.4,609,,12.042,n/a,Lineup Regular,,12161,593428
SDP,Ramón Laureano,LF,31.6,560,,6.159,n/a,Lineup Regular,,17128,657656
SDP,Miguel Andujar,DH,31.0,504,,6.053,n/a,Lineup Regular,,15878,609280
SDP,Freddy Fermin,C,30.8,480,,2.165,2,Lineup Regular,,21840,666023
SDP,Gavin Sheets,1B,29.8,518,,4.076,1,Platoon vs R,,19901,657757
SDP,Nick Castellanos,OF/1B,33.9,315,,12.029,n/a,Platoon vs L,,11737,592206
SDP,Nick Pivetta,SP,33.0,,183,7.166,n/a,Starting Rotation,,15454,601713
SDP,Michael King,SP,30.7,,170,6.004,n/a,Starting Rotation,,19853,650633
SDP,Joe Musgrove,SP,33.2,,158,9.063,n/a,Starting Rotation,,12970,605397
SDP,Randy Vásquez,SP,27.3,,142,1.129,0,Starting Rotation,,24719,681190
SDP,Germán Márquez,SP,31.0,,127,9.027,n/a,Starting Rotation,,15038,608566
SDP,Sung-Mun Song,INF,29.5,266,,0.000,3,Bench,,sa3012529,823550
SDP,Luis Campusano,C/1B,27.4,259,,3.003,0,Bench,,22217,669134
SDP,Bryce Johnson,OF,30.3,189,,1.097,0,Bench,,20002,669369
SDP,Mason Miller,RP,27.5,,66,2.166,3,Closer,,31757,695243
SDP,Jeremiah Estrada,RP,27.3,,70,2.069,1,Setup Man,,22210,669093
SDP,Adrian Morejon,RP,27.0,,68,5.140,n/a,Setup Man,,20039,670970
SDP,David Morgan,RP,26.3,,62,0.134,2,Middle Reliever,,31616,688158
SDP,Wandy Peralta,RP,34.6,,59,8.168,n/a,Middle Reliever,,14295,593974
SDP,Bradgley Rodriguez,RP,22.2,,50,0.020,2,Middle Reliever,,29107,699134
SDP,Ron Marinaccio,RP,30.6,,46,2.064,0,Middle Reliever,,23488,676760
SDP,Yuki Matsui,RP,30.3,,53,2.000,n/a,Long Reliever,,33826,673513
SDP,Griffin Canning,SP,29.8,,128,6.075,n/a,Projected Injured List,,19867,656288
SDP,Jason Adam,RP,34.5,,51,5.132,n/a,Projected Injured List,,11861,592094
SDP,Jhony Brito,SP/RP,28.0,,24,2.048,1,Projected Injured List,,25386,666745
SDP,Yu Darvish,SP,39.5,,,13.146,n/a,Projected Injured List,,13074,506433
SDP,Will Wagner,INF,27.5,84,,0.151,2,Bench Candidate,,29634,695238
SDP,Tirso Ornelas,OF,25.9,56,,0.014,1,Bench Candidate,,22566,672359
SDP,Jose Miranda,3B/1B,27.6,56,,2.135,0,Bench Candidate,,20538,669304
SDP,Mason McCoy,INF,30.9,49,,0.144,2,Bench Candidate,,22232,669200
SDP,Samad Taylor,INF/OF,27.6,14,,0.078,0,Bench Candidate,,22274,669392
SDP,Blake Hunt,C,27.3,6,,0.002,1,Bench Candidate,,sa3004153,675448
SDP,Rodolfo Durán,C,28.0,6,,,R5,Bench Candidate,,sa877500,660710
SDP,Nick Solak,OF/INF,31.1,,,2.150,0,Bench Candidate,,19294,669256
SDP,Marcos Castañon,INF,26.9,,,,R5,Bench Candidate,,sa3016818,676203
SDP,Carlos Rodríguez,OF,25.2,,,0.000,2,Bench Candidate,,sa3005478,677578
SDP,Nick Schnell,OF,25.9,,,,R5,Bench Candidate,,sa3007639,678010
SDP,Jase Bowen,OF,25.5,,,,R5,Bench Candidate,,sa3011267,687749
SDP,Ethan Salas,C,19.7,,,,Dec'27,Bench Candidate,,sa3020881,806956
SDP,Anthony Vilar,C/INF,26.9,,,,R5,Bench Candidate,,sa3017660,681036
SDP,Pablo Reyes,INF/OF,32.4,,,3.008,0,Bench Candidate,,16357,622569
SDP,Romeo Sanabria,1B,23.8,,,,R5,Bench Candidate,,sa3019865,703804
SDP,Clay Dungan,INF/OF,29.7,,,,R5,Bench Candidate,,sa1169803,687867
SDP,Francisco Acuna,INF,26.1,,,,R5,Bench Candidate,,sa3003291,672696
SDP,JP Sears,SP,30.0,,128,3.065,1,Rotation/Bullpen Candidate,,23429,676664
SDP,Kyle Hart,SP/RP,33.2,,57,1.022,1,Rotation/Bullpen Candidate,,19646,606996
SDP,Ty Adcock,RP,29.0,,39,0.053,1,Bullpen Candidate,,25651,686654
SDP,Matt Waldron,SP,29.4,,34,1.107,0,Rotation Candidate,,25550,663362
SDP,Alek Jacob,RP,27.7,,33,1.059,1,Bullpen Candidate,,29628,689690
SDP,Triston McKenzie,SP/RP,28.5,,30,4.029,0,Rotation/Bullpen Candidate,,18000,663474
SDP,Garrett Hawkins,RP,26.0,,28,0.000,3,Bullpen Candidate,,sa3017383,678184
SDP,Marco Gonzales,SP,34.0,,27,7.102,n/a,Rotation/Bullpen Candidate,,15467,594835
SDP,Bryan Hoeing,RP,29.3,,26,2.133,1,Bullpen Candidate,,26304,663773
SDP,Daison Acosta,RP,27.5,,18,0.000,3,Bullpen Candidate,,sa944989,670897
SDP,Francis Pena,RP,25.1,,16,,R5,Bullpen Candidate,,sa3019374,800212
SDP,Jackson Wolf,SP,26.8,,12,0.002,1,Rotation/Bullpen Candidate,,29832,680232
SDP,Jagger Haynes,SP,23.4,,8,,R5,Rotation/Bullpen Candidate,,sa3020876,695247
SDP,Miguel Mendez,SP,23.6,,,0.000,3,Rotation/Bullpen Candidate,,sa3015506,700280
SDP,Evan Fitterer,SP,25.6,,,,R5,Rotation/Bullpen Candidate,,sa3011433,683157
SDP,Sean Boyle,SP/RP,29.3,,,,R5,Rotation/Bullpen Candidate,,sa3007618,682044
SDP,Omar Cruz,SP/RP,27.1,,,0.014,2,Rotation/Bullpen Candidate,,23875,678316
SDP,Ryan Och,RP,27.6,,,,R5,Bullpen Candidate,,sa3017146,701000
SDP,Justin Yeager,RP,28.1,,,,R5,Bullpen Candidate,,sa3010825,687866
SDP,Manuel Castro,RP,23.8,,,,R5,Bullpen Candidate,,sa3017493,701195
SDP,Ethan Routzahn,RP,27.9,,,,R5,Bullpen Candidate,,sa3017206,701240
SDP,Logan Gillaspie,SP/RP,28.8,,,1.026,0,Rotation/Bullpen Candidate,,22461,670810
SEA,Julio Rodríguez,CF,25.1,686,,4.000,3,Lineup Regular,,23697,677594
SEA,Randy Arozarena,LF,31.0,679,,5.129,n/a,Lineup Regular,,19290,668227
SEA,J.P. Crawford,SS,31.1,637,,7.163,n/a,Lineup Regular,,15491,641487
SEA,Cal Raleigh,C,29.2,637,,4.085,3,Lineup Regular,,21534,663728
SEA,Josh Naylor,1B,28.6,623,,6.127,n/a,Lineup Regular,,18839,647304
SEA,Brendan Donovan,3B,29.1,560,,4.000,3,Lineup Regular,,24679,680977
SEA,Victor Robles,RF,28.7,350,,7.033,n/a,Lineup Regular,,18363,645302
SEA,Dominic Canzone,DH,28.5,427,,2.014,2,Platoon vs R,,26438,686527
SEA,Cole Young,2B,22.5,392,,0.121,3,Platoon vs R,,31680,702284
SEA,Rob Refsnyder,OF/1B,34.9,266,,7.048,n/a,Platoon vs L,,13770,608701
SEA,Leo Rivas,INF,28.3,161,,1.008,1,Platoon vs L,,21009,660844
SEA,Bryan Woo,SP,26.0,,195,2.121,3,Starting Rotation,,30279,693433
SEA,Luis Castillo,SP,33.2,,179,8.101,n/a,Starting Rotation,,15689,622491
SEA,George Kirby,SP,28.0,,173,3.151,3,Starting Rotation,,25436,669923
SEA,Logan Gilbert,SP,28.8,,163,4.144,3,Starting Rotation,,22250,669302
SEA,Bryce Miller,SP,27.5,,141,2.153,3,Starting Rotation,,29837,682243
SEA,Luke Raley,1B/OF,31.4,280,,3.106,0,Bench,,19354,670042
SEA,Andrew Knizner,C,31.0,109,,5.090,n/a,Bench,,19514,668800
SEA,Andrés Muñoz,RP,27.1,,64,6.080,n/a,Closer,,20373,662253
SEA,Jose A. Ferrer,RP,26.0,,70,2.094,2,Setup Man,,24017,678606
SEA,Matt Brash,RP,27.8,,63,3.121,2,Setup Man,,25756,666374
SEA,Eduard Bazardo,RP,30.5,,68,2.118,0,Middle Reliever,,20997,660825
SEA,Gabe Speier,RP,30.8,,58,4.000,0,Middle Reliever,,17170,642100
SEA,Carlos Vargas,RP,26.3,,56,1.140,0,Middle Reliever,,22915,672841
SEA,Casey Legumina,RP,28.7,,54,1.111,0,Middle Reliever,,25921,668984
SEA,Cooper Criswell,RP,29.6,,51,1.143,0,Long Reliever,,24975,681867
SEA,Logan Evans,SP,24.7,,,0.124,3,Projected Injured List,,33699,688138
SEA,Colt Emerson,INF,20.6,329,,,Dec'27,Lineup Candidate,,sa3022923,806068
SEA,Ryan Bliss,INF,26.2,56,,1.061,2,Lineup/Bench Candidate,,29547,669208
SEA,Miles Mastrobuoni,INF/OF,30.3,14,,2.043,0,Bench Candidate,,20017,670156
SEA,Patrick Wisdom,INF/OF,34.5,14,,4.058,3,Lineup/Bench Candidate,,13602,621550
SEA,Jhonny Pereda,C,29.8,13,,0.140,1,Bench Candidate,,19802,640902
SEA,Rhylan Thomas,OF,25.8,7,,0.008,2,Lineup/Bench Candidate,,31793,689041
SEA,Victor Labrada,OF,26.1,,,,R5,Lineup/Bench Candidate,,sa3015062,700032
SEA,Jonny Farmelo,OF,21.4,,,,Dec'27,Lineup Candidate,,sa3023362,806071
SEA,Carson Taylor,1B/C,26.7,,,,R5,Bench Candidate,,sa3014468,694930
SEA,Brian O'Keefe,C,32.6,,,0.053,3,Bench Candidate,,16680,657247
SEA,Blake Rambusch,INF/OF,26.5,,,,R5,Lineup/Bench Candidate,,sa3020008,800683
SEA,Luke Stevenson,C,21.6,,,,Dec'28,Bench Candidate,,sa3043081,806233
SEA,Brennen Davis,OF,26.3,,,0.017,1,Bench Candidate,,sa3007876,680695
SEA,Brock Rodden,INF,25.7,,,,Dec'26,Lineup/Bench Candidate,,sa3022432,801126
SEA,Jared Sundstrom,OF,24.7,,,,Dec'26,Lineup/Bench Candidate,,sa3022442,814791
SEA,Jakson Reetz,C,30.1,,,0.043,1,Bench Candidate,,17837,656883
SEA,Connor Charping,C,26.8,,,,R5,Bench Candidate,,sa3020014,806464
SEA,Nick Raposo,C,27.7,,,0.003,2,Bench Candidate,,sa3015018,695596
SEA,Lazaro Montes,OF,21.3,,,,Dec'26,Lineup Candidate,,sa3018409,703155
SEA,Spencer Packard,OF/1B,28.3,,,,R5,Lineup/Bench Candidate,,sa3016803,689070
SEA,Michael Arroyo,INF,21.3,,,,Dec'26,Lineup Candidate,,sa3018429,703197
SEA,Will Wilson,INF,27.6,,,0.074,2,Lineup/Bench Candidate,,25434,669717
SEA,Josh Caron,C,22.5,,,,Dec'27,Bench Candidate,,sa3025435,701805
SEA,Connor Joe,1B/OF,33.5,,,4.068,1,Bench Candidate,,16572,656582
SEA,Emerson Hancock,SP,26.7,,76,1.059,1,Rotation/Bullpen Candidate,,27470,676106
SEA,Troy Taylor,RP,24.4,,50,0.094,2,Bullpen Candidate,,31883,700187
SEA,Robinson Ortiz,RP,26.1,,40,0.000,3,Bullpen Candidate,,sa3004006,673662
SEA,Cole Wilcox,RP,26.6,,28,0.012,3,Bullpen Candidate,,27481,677961
SEA,Ryan Loutos,RP,27.0,,26,0.057,1,Bullpen Candidate,,29521,702795
SEA,Dane Dunning,SP/RP,31.2,,25,4.138,0,Rotation/Bullpen Candidate,,19409,641540
SEA,Yosver Zulueta,RP,28.1,,24,0.071,1,Bullpen Candidate,,27765,691172
SEA,Alex Hoppe,RP,27.2,,22,0.000,3,Bullpen Candidate,,sa3020836,695380
SEA,Domingo Gonzalez,RP,26.4,,18,0.000,2,Bullpen Candidate,,sa3007495,682445
SEA,Randy Dobnak,SP/RP,31.1,,14,3.059,2,Bullpen Candidate,,23798,677976
SEA,Blas Castaño,SP/RP,27.4,,12,0.007,2,Bullpen Candidate,,26117,680604
SEA,Guillo Zuñiga,RP,27.3,,10,0.129,1,Bullpen Candidate,,19588,670871
SEA,Casey Lawrence,SP/RP,38.3,,9,1.103,0,Bullpen Candidate,,11121,596271
SEA,Austin Kitchen,RP,29.0,,8,0.041,2,Bullpen Candidate,,27910,685116
SEA,Charlie Beilenson,RP,26.2,,,,Dec'27,Bullpen Candidate,,sa3025590,810897
SEA,Nick Davila,RP,27.2,,,,R5,Bullpen Candidate,,sa3014980,689546
SEA,Jhonathan Díaz,SP/RP,29.4,,,0.128,1,Rotation/Bullpen Candidate,,20298,646242
SEA,Michael Morales,SP,23.5,,,,R5,Rotation/Bullpen Candidate,,sa3017783,691786
SEA,Ryan Sloan,SP,20.0,,,,Dec'28,Rotation Candidate,,sa3067131,815549
SEA,Kade Anderson,SP,21.6,,,,Dec'28,Rotation/Bullpen Candidate,,sa3026056,807739
SEA,Gabe Mosser,SP,29.7,,,,R5,Bullpen Candidate,,sa3006834,682077
SEA,Tyler Cleveland,RP,26.4,,,,R5,Bullpen Candidate,,sa3020840,804663
SEA,Teddy McGraw,SP,24.3,,,,Dec'26,Rotation/Bullpen Candidate,,sa3025220,803141
SEA,Michael Rucker,RP,31.8,,,2.132,0,Bullpen Candidate,,19454,621074
SFG,Rafael Devers,1B,29.3,686,,8.070,n/a,Lineup Regular,,17350,646240
SFG,Willy Adames,SS,30.5,679,,7.105,n/a,Lineup Regular,,15986,642715
SFG,Matt Chapman,3B,32.8,672,,8.109,n/a,Lineup Regular,,16505,656305
SFG,Heliot Ramos,LF,26.4,644,,2.103,0,Lineup Regular,,22515,671218
SFG,Luis Arraez,2B,28.9,623,,6.121,n/a,Lineup Regular,,18568,650333
SFG,Jung Hoo Lee,RF,27.5,609,,2.000,3,Lineup Regular,,33824,808982
SFG,Harrison Bader,CF,31.7,532,,8.030,n/a,Lineup Regular,,18030,664056
SFG,Patrick Bailey,C,26.7,525,,2.136,3,Lineup Regular,,27478,672275
SFG,Bryce Eldridge,DH,21.3,448,,0.014,3,Platoon vs R,,33390,805811
SFG,Jerar Encarnacion,1B/OF,28.3,112,,1.112,0,Platoon vs L,,21871,666464
SFG,Logan Webb,SP,29.2,,202,6.044,n/a,Starting Rotation,,17995,657277
SFG,Robbie Ray,SP,34.4,,174,11.007,n/a,Starting Rotation,,11486,592662
SFG,Adrian Houser,SP,33.0,,147,6.095,n/a,Starting Rotation,,12718,605288
SFG,Tyler Mahle,SP,31.4,,137,8.018,n/a,Starting Rotation,,16358,641816
SFG,Landen Roupp,SP,27.4,,128,1.085,2,Starting Rotation,,30076,694738
SFG,Casey Schmitt,INF,27.0,210,,2.035,1,Bench,,27577,669477
SFG,Drew Gilbert,OF,25.4,196,,0.052,3,Bench,,31545,687551
SFG,Daniel Susac,C,24.8,77,,0.000,n/a,Bench,,sa3019997,691740
SFG,Ryan Walker,RP,30.2,,63,2.136,3,Closer,,20423,676254
SFG,Joel Peguero,RP,28.8,,64,0.039,3,Setup Man,,21951,666711
SFG,Erik Miller,RP,28.0,,62,2.000,3,Setup Man,,26252,669062
SFG,Spencer Bivens,RP,31.6,,70,1.077,2,Middle Reliever,,30226,702352
SFG,José Buttó,RP,27.9,,61,1.168,0,Middle Reliever,,23313,676130
SFG,Matt Gage,RP,33.0,,56,0.155,0,Middle Reliever,,17381,657424
SFG,Sam Hentges,RP,29.6,,54,4.157,0,Middle Reliever,,18548,656529
SFG,JT Brubaker,RP,32.2,,53,5.162,n/a,Long Reliever,,17578,664141
SFG,Jason Foley,RP,30.3,,34,3.150,1,Projected Injured List,,19531,671345
SFG,Rowan Wick,RP,33.3,,,3.114,1,Projected Injured List,,14646,592858
SFG,Randy Rodríguez,RP,26.4,,,1.148,0,60-Day IL,,23974,678495
SFG,Luis Matos,OF,24.0,84,,1.156,0,Lineup/Bench Candidate,,26467,682641
SFG,Christian Koss,INF/OF,28.0,49,,1.000,3,Lineup/Bench Candidate,,27653,683766
SFG,Grant McCray,OF,25.2,28,,0.096,2,Lineup/Bench Candidate,,25690,687529
SFG,Tyler Fitzgerald,INF/OF,28.4,28,,1.108,1,Lineup/Bench Candidate,,26208,666149
SFG,Jesus Rodriguez,C/INF,23.8,26,,0.000,2,Bench Candidate,,sa3008916,683679
SFG,Eric Haase,C,33.2,13,,4.114,0,Bench Candidate,,14111,606992
SFG,Victor Bericoto,1B/OF,24.2,,,,R5,Bench Candidate,,sa3008767,682674
SFG,Nate Furman,INF,24.6,,,,R5,Bench Candidate,,sa3020763,801501
SFG,Buddy Kennedy,INF,27.4,,,1.006,0,Bench Candidate,,22505,671083
SFG,Jake Holton,1B,28.0,,,,R5,Bench Candidate,,sa3010599,687724
SFG,Bo Davidson,OF,23.6,,,,Dec'26,Bench Candidate,,sa3022706,815589
SFG,Logan Porter,C/1B,30.6,,,0.044,3,Bench Candidate,,20626,682515
SFG,Diego Cartaya,C,24.4,,,0.000,1,Bench Candidate,,sa3008742,682616
SFG,Parks Harber,INF/OF,24.4,,,,Dec'27,Bench Candidate,,sa3025308,692238
SFG,Osleivis Basabe,INF,25.4,,,0.050,1,Bench Candidate,,23985,678545
SFG,Jared Oliva,OF,30.2,,,0.050,2,Bench Candidate,,19968,666931
SFG,Trevor McDonald,SP,25.0,,62,0.014,1,Rotation/Bullpen Candidate,,26448,686790
SFG,Hayden Birdsong,SP,24.5,,58,1.041,2,Rotation/Bullpen Candidate,,31635,806185
SFG,Reiver Sanmartin,RP,29.8,,44,1.148,1,Bullpen Candidate,,19754,665665
SFG,Tristan Beck,RP,29.6,,40,2.067,1,Bullpen Candidate,,21584,663941
SFG,Blade Tidwell,SP,24.7,,39,0.008,2,Rotation/Bullpen Candidate,,31701,694918
SFG,Keaton Winn,SP/RP,28.0,,36,1.090,1,Bullpen Candidate,,23499,676775
SFG,Carson Whisenhunt,SP,25.3,,29,0.063,3,Rotation/Bullpen Candidate,,31676,687931
SFG,Gregory Santos,RP,26.5,,24,3.055,1,Bullpen Candidate,,21894,666619
SFG,Carson Seymour,SP/RP,27.2,,20,0.074,2,Rotation/Bullpen Candidate,,30084,693313
SFG,Juan Sanchez,RP,25.3,,14,,R5,Bullpen Candidate,,sa3005444,678738
SFG,Nick Margevicius,SP/RP,29.7,,,2.100,1,Bullpen Candidate,,20395,676606
SFG,Will Bednar,RP,25.7,,,,R5,Bullpen Candidate,,sa3017844,687218
SFG,Michael Fulmer,RP,32.9,,,8.000,n/a,Bullpen Candidate,,13218,605242
SFG,Caleb Kilian,SP/RP,28.7,,,0.153,0,Bullpen Candidate,,26213,668873
SFG,Wilkin Ramos,RP,25.3,,,,R5,Bullpen Candidate,,sa3006487,678576
SFG,Trent Harris,RP,27.1,,,,Dec'26,Bullpen Candidate,,sa3022526,805345
STL,Masyn Winn,SS,23.9,644,,2.045,3,Lineup Regular,,27479,691026
STL,Alec Burleson,1B,27.2,609,,3.029,3,Lineup Regular,,27615,676475
STL,Iván Herrera,DH,25.7,593,,2.034,0,Lineup Regular,,20599,671056
STL,Victor Scott II,CF,25.0,581,,1.083,2,Lineup Regular,,31349,687363
STL,Jordan Walker,RF,23.7,546,,2.044,1,Lineup Regular,,27475,691023
STL,Nolan Gorman,3B,25.8,532,,3.114,2,Lineup Regular,,22263,669357
STL,JJ Wetherholt,2B,23.4,532,,,Dec'27,Lineup Regular,,sa3025154,802139
STL,Pedro Pagés,C,27.4,358,,1.166,2,Lineup Regular,,25782,686780
STL,Lars Nootbaar,LF,28.4,546,,4.076,2,Platoon vs R,,21454,663457
STL,José Fermín,INF/OF,26.9,245,,1.075,0,Platoon vs L,,21746,665877
STL,Dustin May,SP,28.4,,156,6.059,n/a,Starting Rotation,,19716,669160
STL,Matthew Liberatore,SP,26.3,,150,2.144,1,Starting Rotation,,22294,669461
STL,Michael McGreevy,SP,25.6,,144,0.091,1,Starting Rotation,,29869,700241
STL,Andre Pallante,SP,27.4,,143,3.145,1,Starting Rotation,,26108,669467
STL,Kyle Leahy,SP,28.7,,132,1.140,0,Starting Rotation,,24763,681517
STL,Thomas Saggese,INF/OF,23.8,371,,0.144,2,Bench,,27883,695336
STL,Nathan Church,OF,25.6,203,,0.043,3,Bench,,31357,701675
STL,Yohel Pozo,C/1B,28.7,167,,1.052,3,Bench,,18848,650968
STL,JoJo Romero,RP,29.4,,64,5.045,n/a,Closer,,19574,668941
STL,Riley O'Brien,RP,31.0,,63,1.129,0,Closer,,20348,676617
STL,Matt Svanson,RP,27.0,,65,0.116,2,Setup Man,,29629,694335
STL,Ryne Stanek,RP,34.6,,60,8.038,n/a,Middle Reliever,,15947,592773
STL,Justin Bruihl,RP,28.6,,54,1.112,0,Middle Reliever,,23779,677865
STL,Matt Pushard,RP,28.3,,52,0.000,n/a,Middle Reliever,,sa3019955,690155
STL,George Soriano,RP,26.9,,50,1.095,0,Middle Reliever,,21863,666277
STL,Gordon Graceffo,RP,25.9,,58,0.091,1,Long Reliever,,29519,700669
STL,Bryan Torres,INF/OF,28.6,112,,0.000,3,Lineup/Bench Candidate,,sa885119,663494
STL,Jimmy Crooks,C,24.6,96,,0.031,3,Lineup/Bench Candidate,,31354,699625
STL,Bryan Ramos,3B,23.9,35,,0.097,0,Lineup/Bench Candidate,,25621,682868
STL,César Prieto,INF,26.8,28,,0.031,2,Lineup/Bench Candidate,,30163,693409
STL,Blaze Jordan,1B/3B,23.2,21,,,R5,Lineup/Bench Candidate,,sa3014537,691458
STL,Matt Koperniak,OF,28.0,21,,0.000,2,Lineup/Bench Candidate,,sa3014834,689288
STL,Leonardo Bernal,C,22.0,,,0.000,3,Lineup/Bench Candidate,,sa3015773,699024
STL,Joshua Baez,OF,22.6,,,0.000,3,Lineup/Bench Candidate,,sa3017022,695491
STL,Andy Yerzy,C/1B,27.6,,,,R5,Bench Candidate,,sa917939,647378
STL,Mike Antico,OF,28.0,,,,R5,Lineup/Bench Candidate,,sa3016922,690443
STL,Graysen Tarlow,C,24.6,,,,Dec'26,Bench Candidate,,sa3022443,815104
STL,Nelson Velázquez,OF,27.1,,,1.101,0,Lineup/Bench Candidate,,23359,676369
STL,Brody Moore,INF,25.6,,,,Dec'26,Lineup/Bench Candidate,,sa3019839,690914
STL,Chase Davis,OF,24.2,,,,Dec'26,Lineup/Bench Candidate,,sa3022426,690971
STL,Ramon Mendoza,INF/OF,25.5,,,,R5,Lineup/Bench Candidate,,sa3007513,680636
STL,Jeremy Rivas,INF,23.0,,,,R5,Bench Candidate,,sa3015193,692405
STL,Carlos Linarez,C/1B,24.3,,,,R5,Bench Candidate,,sa3016346,701800
STL,Richard Fitts,SP,26.2,,104,0.164,2,Rotation/Bullpen Candidate,,30160,690916
STL,Hunter Dobbins,SP,26.5,,96,0.152,2,Rotation/Bullpen Candidate,,30240,690928
STL,Ryan Fernandez,RP,27.7,,44,1.090,2,Bullpen Candidate,,24862,681676
STL,Chris Roycroft,RP,28.7,,40,0.150,1,Bullpen Candidate,,31261,688297
STL,Quinn Mathews,SP,25.4,,40,,Dec'26,Rotation/Bullpen Candidate,,sa3023407,687273
STL,Nick Raquet,RP,30.2,,38,0.021,3,Bullpen Candidate,,20333,675919
STL,Austin Love,RP,27.1,,32,,R5,Bullpen Candidate,,sa3017609,676153
STL,Scott Blewett,RP,29.8,,24,1.097,0,Bullpen Candidate,,16427,656240
STL,Brycen Mautz,SP,24.6,,16,0.000,3,Rotation/Bullpen Candidate,,sa3020710,802408
STL,Zack Thompson,SP/RP,28.3,,10,2.072,1,Rotation/Bullpen Candidate,,25918,668868
STL,Pete Hansen,SP,25.5,,9,,R5,Rotation/Bullpen Candidate,,sa3020798,677337
STL,Tink Hence,SP,23.5,,8,0.000,2,Rotation/Bullpen Candidate,,sa3014709,693311
STL,Ixan Henderson,SP,24.0,,,,Dec'26,Rotation/Bullpen Candidate,,sa3022953,809100
STL,Hancel Rincon,SP,23.8,,,,R5,Rotation/Bullpen Candidate,,sa3009629,684516
STL,Jared Shuster,RP,27.5,,,1.148,0,Bullpen Candidate,,27472,694363
STL,Max Rajcic,SP,24.5,,,,R5,Rotation/Bullpen Candidate,,sa3020746,691008
STL,Skylar Hales,RP,24.3,,,,Dec'26,Bullpen Candidate,,sa3022739,813766
STL,Luis Gastelum,RP,24.4,,,,Dec'26,Bullpen Candidate,,sa3020964,703725
STL,Gerson Moreno,RP,30.4,,,0.000,3,Bullpen Candidate,,sa736656,642575
STL,Jurrangelo Cijntje,SP,22.7,,,,Dec'27,Rotation/Bullpen Candidate,,sa3028930,701388
STL,Packy Naughton,RP,29.8,,,2.003,1,Bullpen Candidate,,23292,676050
STL,Bruce Zimmermann,SP/RP,31.0,,,1.137,0,Rotation/Bullpen Candidate,,20370,669145
STL,Cooper Hjerpe,SP,24.9,,,0.000,3,Projected Injured List (MiLB),,sa3020736,687309
STL,Tekoah Roby,SP,24.4,,,0.000,2,Projected Injured List (MiLB),,sa3014519,694358
STL,Sem Robberse,SP,24.3,,,0.000,1,Projected Injured List (MiLB),,sa3011735,691828
TBR,Junior Caminero,3B,22.6,665,,1.058,2,Lineup Regular,,28163,691406
TBR,Yandy Díaz,DH,34.5,651,,7.122,n/a,Lineup Regular,,16578,650490
TBR,Jonathan Aranda,1B,27.7,609,,2.030,0,Lineup Regular,,21837,666018
TBR,Cedric Mullins,CF,31.4,476,,6.078,n/a,Lineup Regular,,17929,656775
TBR,Taylor Walls,SS,29.6,315,,4.092,2,Lineup Regular,,22458,670764
TBR,Nick Fortes,C,29.3,314,,3.149,2,Lineup Regular,,21538,663743
TBR,Gavin Lux,2B,28.2,455,,5.114,n/a,Platoon vs R,,19955,666158
TBR,Chandler Simpson,LF,25.2,455,,0.140,2,Platoon vs R,,31912,802415
TBR,Jake Fraley,RF,30.7,406,,5.097,n/a,Platoon vs R,,19260,641584
TBR,Jonny DeLuca,OF,27.6,294,,2.085,2,Platoon vs L,,26365,676356
TBR,Justyn-Henry Malloy,OF,26.0,203,,1.040,2,Platoon vs L,,29606,669234
TBR,Ben Williamson,INF,25.3,203,,0.110,2,Platoon vs L,,33197,810938
TBR,Ryan Pepiot,SP,28.5,,169,3.005,1,Starting Rotation,,26221,686752
TBR,Drew Rasmussen,SP,30.6,,160,5.111,n/a,Starting Rotation,,25385,656876
TBR,Nick Martinez,SP,35.5,,147,7.002,n/a,Starting Rotation,,12730,607259
