dataset,stat,kind,season,level_id,pitch_tag,n_players,mu,var_obs,var_within,var_true,var_between,K,n_50,n_70,n_80
hitters,chase,rate,2022,11,,442,0.3077104794988011,0.0056216733593962755,0.0022899186149308516,0.003331754744465424,,62.93770149477151,62.93770149477151,146.8546368211335,251.75080597908604
hitters,z_con,rate,2025,11,,773,0.8278987364400998,0.004090823406532964,0.0013548713519237446,0.0027359520546092193,,51.07782000453841,51.07782000453841,119.18158001058961,204.31128001815367
hitters,z_con,rate,2023,11,,764,0.8289868038968143,0.003540371996324355,0.0013189078609319098,0.0022214641353924453,,62.81722783776307,62.81722783776307,146.57353162144716,251.26891135105228
hitters,z_con,rate,2017,1,,657,0.8299465961378111,0.005297738407394211,0.001381906847123828,0.003915831560270383,,35.04221517825629,35.04221517825629,81.76516874926469,140.16886071302517
hitters,z_con,rate,2022,14,,296,0.7978185964285548,0.007178000488426861,0.0022055678213436128,0.004972432667083249,,31.439671770546887,31.439671770546887,73.35923413127607,125.75868708218756
hitters,z_con,rate,2015,1,,658,0.8417068987650194,0.00508462197879539,0.0013343654584291938,0.0037502565203661967,,34.527275164468705,34.527275164468705,80.56364205042698,138.10910065787482
hitters,z_con,rate,2020,1,,498,0.8206012901381283,0.005228745013896853,0.0016535956125460281,0.003575149401350825,,40.17724778330785,40.17724778330785,93.74691149438497,160.7089911332314
hitters,z_con,rate,2022,11,,386,0.817446805134198,0.005615019179408438,0.002257812426016578,0.0033572067533918603,,43.449906387005406,43.449906387005406,101.38311490301261,173.79962554802162
hitters,z_con,rate,2025,14,,282,0.8251896191814173,0.004084829989639264,0.0018369759432288173,0.0022478540464104463,,63.173077343254334,63.173077343254334,147.4038471342601,252.69230937301734
hitters,z_con,rate,2019,1,,680,0.8158035587320146,0.006158108779068973,0.0014379688953368376,0.004720139883732136,,30.835520978963128,30.835520978963128,71.94954895091396,123.34208391585251
hitters,z_con,rate,2024,14,,304,0.8193378555181201,0.00502007659963581,0.002042314096393546,0.002977762503242264,,48.709583578917616,48.709583578917616,113.65569501747443,194.8383343156705
hitters,z_con,rate,2025,1,,601,0.8370313343709552,0.003749903626083533,0.000997028973856437,0.002752874652227096,,48.55179471821457,48.55179471821457,113.28752100916734,194.20717887285832
hitters,z_con,rate,2024,1,,592,0.8369165754304967,0.003630480331645315,0.0009913574257668543,0.0026391229058784606,,50.71688703704203,50.71688703704203,118.33940308643139,202.86754814816814
hitters,z_con,rate,2018,1,,660,0.82648916167425,0.006294121742171043,0.0013698664764969462,0.004924255265674097,,28.122135139680722,28.122135139680722,65.61831532592169,112.48854055872289
hitters,z_con,rate,2021,1,,676,0.8172761475812437,0.0063588588151286445,0.0014617020357859563,0.004897156779342688,,29.494397648434934,29.494397648434934,68.82026117968151,117.97759059373973
hitters,z_con,rate,2022,1,,616,0.8297050652981739,0.0038704331997707737,0.001040506677939114,0.0028299265218316595,,48.928706214348814,48.928706214348814,114.16698116681388,195.71482485739526
hitters,z_con,rate,2016,1,,663,0.8396473235247456,0.00528781154442748,0.0013967087500925627,0.0038911027943349177,,33.60193748119418,33.60193748119418,78.40452078945309,134.4077499247767
hitters,z_con,rate,2023,14,,279,0.8092277121260819,0.006552192501869171,0.0021159177930106677,0.004436274708858504,,33.79906727710107,33.79906727710107,78.86449031323582,135.19626910840427
hitters,z_con,rate,2023,1,,606,0.8298894245258555,0.0035837415079001443,0.0010268414584318824,0.002556900049468262,,54.2125483416368,54.2125483416368,126.49594613048585,216.8501933665472
